index,prediction
25586,9.8 inch
25587,0.01 ounce
25588,14.0 fluid ounce
25589,10.4 centimetre
25590,2.12 inch
25591,6.75 inch
25592,7.47 inch
25593,9.0 centimetre
25594,34.0 centimetre
25595,6.5 centimetre
25596,65.0 centimetre
25597,350.0 kilogram
25598,350 kilogram
25599,200.0 pound
25600,1.75 inch
25601,1.75 inch
25602,6.7 inch
25603,34.0 inch
25604,177.0 millimetre
25605,600.0 gram
25606,5.5 centimetre
25607,17.0 centimetre
25608,42.4 gram
25609,17.0 centimetre
25610,1.5 metre
25611,1.5 metre
25612,120.0 kilogram
25613,120 kilogram
25614,3.4 centimetre
25615,4.5 centimetre
25616,8.5 centimetre
25617,11.0 centimetre
25618,125.0 centimetre
25619,70.0 centimetre
25620,150.0 centimetre
25621,20.0 centimetre
25622,14.5 centimetre
25623,7.0 centimetre
25624,5.9 inch
25625,15.0 centimetre
25626,72.0 inch
25627,96.0 inch
25628,3.5 inch
25629,16.0 inch
25630,16.0 inch
25631,3.0 inch
25632,38.5 centimetre
25633,55.5 centimetre
25634,100.0 gram
25635,9.4 inch
25636,9.4 inch
25637,12.2 inch
25638,200.0 kilogram
25639,1.1 inch
25640,15.5 centimetre
25641,7.5 centimetre
25642,11.0 inch
25643,13.0 centimetre
25644,13.0 centimetre
25645,43.0 centimetre
25646,4.13 inch
25647,24.0 inch
25648,11.7 inch
25649,3.5 inch
25650,142.0 centimetre
25651,16.5 centimetre
25652,47.0 inch
25653,9.0 centimetre
25654,18.0 centimetre
25655,5.0 volt
25656,20.0 millilitre
25657,280.0 millimetre
25658,9.84 inch
25659,15.0 centimetre
25660,15.0 centimetre
25661,450.0 volt
25662,450.0 watt
25663,64.0 centimetre
25664,2.75 inch
25665,4.48 inch
25666,6.5 centimetre
25667,13.0 inch
25668,10.0 inch
25669,13.0 inch
25670,31.0 inch
25671,6.0 inch
25672,14.7 centimetre
25673,14.7 centimetre
25674,17.0 centimetre
25675,17.0 centimetre
25676,8.0 inch
25677,8.0 inch
25678,8.0 inch
25679,50.0 watt
25680,50.0 volt
25681,19.5 centimetre
25682,19.5 centimetre
25683,9.7 centimetre
25684,60.0 gram
25685,29.7 inch
25686,12.2 centimetre
25687,12.2 centimetre
25688,84.0 centimetre
25689,14.0 centimetre
25690,90 pound
25691,9.8 inch
25692,12.0 volt
25693,33.0 centimetre
25694,13.0 inch
25695,13.9 centimetre
25696,10.0 centimetre
25697,2.0 inch
25698,24.0 centimetre
25699,28.0 centimetre
25700,6.0 inch
25701,6.0 centimetre
25702,31.49 inch
25703,29.13 inch
25704,11.0 centimetre
25705,11.0 centimetre
25706,11.0 centimetre
25707,42.0 inch
25708,42.0 inch
25709,11.0 centimetre
25710,12.0 centimetre
25711,28.0 centimetre
25712,29.5 centimetre
25713,31.0 inch
25714,23.8 centimetre
25715,7.6 centimetre
25716,6.0 millimetre
25717,6.0 millimetre
25718,25.0 millimetre
25719,25.0 millimetre
25720,25.0 millimetre
25721,32.0 millimetre
25722,43.0 millimetre
25723,8.0 inch
25724,33.0 inch
25725,60.0 centimetre
25726,60.0 centimetre
25727,10.8 watt
25728,24.0 volt
25729,21.5 centimetre
25730,1.0 ton
25731,120.0 volt
25732,600.0 watt
25733,43.0 centimetre
25734,49.0 centimetre
25735,3.7 volt
25736,10.5 inch
25737,10.5 inch
25738,120.0 volt
25739,12.5 centimetre
25740,30.0 centimetre
25741,9.8 inch
25742,3.28 foot
25743,4.3 centimetre
25744,120.0 volt
25745,12.2 centimetre
25746,6.2 centimetre
25747,6.6 pound
25748,6.6 foot
25749,500.0 volt
25750,9.9 centimetre
25751,18.0 inch
25752,18.5 inch
25753,34.65 inch
25754,6.5 inch
25755,6.5 inch
25756,3.0 inch
25757,15.0 centimetre
25758,64.0 inch
25759,0.57 pound
25760,11.5 centimetre
25761,4.7 centimetre
25762,2.0 fluid ounce
25763,6.69 inch
25764,6.69 inch
25765,6.3 inch
25766,12.0 foot
25767,30.7 inch
25768,33.0 millimetre
25769,33.0 millimetre
25770,33.0 millimetre
25771,46.0 centimetre
25772,46.0 centimetre
25773,5.0 centimetre
25774,9.0 centimetre
25775,13.0 centimetre
25776,9.0 centimetre
25777,86.0 centimetre
25778,6.0 centimetre
25779,18.0 centimetre
25780,11.5 millimetre
25781,11.5 millimetre
25782,100.0 gram
25783,100.0 gram
25784,7.88 inch
25785,9.0 ounce
25786,9.0 centimetre
25787,21.0 centimetre
25788,2.83 inch
25789,2.83 inch
25790,54.0 centimetre
25791,20.0 ounce
25792,13.0 watt
25793,7.0 centimetre
25794,13.0 centimetre
25795,1.2 kilogram
25796,20.0 volt
25797,20.0 volt
25798,27.0 centimetre
25799,27.0 centimetre
25800,27.0 centimetre
25801,12.0 volt
25802,31.0 watt
25803,12.0 ton
25804,20.0 centimetre
25805,118.0 millimetre
25806,118.0 millimetre
25807,81.0 inch
25808,12.0 volt
25809,40.0 watt
25810,4.2 centimetre
25811,11.8 inch
25812,11.8 inch
25813,98.7 millimetre
25814,45.0 centimetre
25815,107.0 centimetre
25816,107.0 centimetre
25817,4.8 watt
25818,4.8 volt
25819,4.8 watt
25820,196.12 centimetre
25821,22.0 centimetre
25822,22.0 centimetre
25823,22.0 centimetre
25824,42.0 centimetre
25825,50.0 centimetre
25826,10.0 centimetre
25827,11.0 centimetre
25828,2.5 inch
25829,28.0 centimetre
25830,28.0 centimetre
25831,3.34 inch
25832,7.0 inch
25833,7.0 inch
25834,9.0 volt
25835,21.0 centimetre
25836,12.0 millimetre
25837,6.0 millimetre
25838,5.5 centimetre
25839,10.0 centimetre
25840,0.15 ounce
25841,13.0 centimetre
25842,9.25 inch
25843,14.25 inch
25844,210.0 centimetre
25845,210.0 centimetre
25846,4.6 foot
25847,3.0 foot
25848,203.0 centimetre
25849,203.0 centimetre
25850,21.0 volt
25851,116.0 centimetre
25852,7.9 inch
25853,7.9 inch
25854,18.0 centimetre
25855,450.0 gram
25856,3.26 inch
25857,41.0 millimetre
25858,19.68 inch
25859,2.0 millimetre
25860,62.0 millimetre
25861,18.5 inch
25862,18.5 inch
25863,20.0 kilogram
25864,118.4 centimetre
25865,118.4 centimetre
25866,7.7 centimetre
25867,10.5 centimetre
25868,3.15 inch
25869,8.6 inch
25870,75.0 inch
25871,35.0 centimetre
25872,35.0 centimetre
25873,41.0 centimetre
25874,300.0 millimetre
25875,300.0 millimetre
25876,300.0 millimetre
25877,380.0 millimetre
25878,3.7 volt
25879,2.12 inch
25880,3.93 inch
25881,8.6 inch
25882,350.0 gram
25883,13.5 centimetre
25884,13.5 centimetre
25885,10.0 volt
25886,7.0 watt
25887,31.5 centimetre
25888,24.0 centimetre
25889,46.0 millimetre
25890,16.0 millimetre
25891,8.0 inch
25892,244.0 gram
25893,152.0 millimetre
25894,2.5 centimetre
25895,8.5 centimetre
25896,12.0 centimetre
25897,9.0 millimetre
25898,3.5 centimetre
25899,44.0 inch
25900,24.5 inch
25901,9.5 centimetre
25902,9.5 centimetre
25903,200.0 millimetre
25904,200.0 millimetre
25905,106.0 centimetre
25906,25.0 centimetre
25907,17.0 centimetre
25908,17.0 centimetre
25909,20.0 centimetre
25910,30.0 centimetre
25911,10.2 inch
25912,100.0 centimetre
25913,12.0 millimetre
25914,25.0 millimetre
25915,12.0 millimetre
25916,4.1 fluid ounce
25917,33.0 centimetre
25918,1.9 inch
25919,1.9 inch
25920,8.3 centimetre
25921,10.5 centimetre
25922,11.0 centimetre
25923,1.0 fluid ounce
25924,26.0 millimetre
25925,45.0 millimetre
25926,10.0 inch
25927,10.0 inch
25928,9.5 centimetre
25929,9.5 centimetre
25930,9.5 centimetre
25931,335.0 millimetre
25932,120.0 gram
25933,120.0 watt
25934,120.0 volt
25935,15.0 inch
25936,150.0 kilogram
25937,150 kilogram
25938,22.5 centimetre
25939,22.5 centimetre
25940,22.5 centimetre
25941,90.0 centimetre
25942,90.0 centimetre
25943,4.0 centimetre
25944,61.0 millimetre
25945,10.0 centimetre
25946,14.0 inch
25947,14.5 centimetre
25948,1.97 inch
25949,3.54 inch
25950,20.0 centimetre
25951,20.0 centimetre
25952,20.0 centimetre
25953,205.0 millimetre
25954,13.0 inch
25955,40.0 gram
25956,50.0 millimetre
25957,50.0 millimetre
25958,90.0 centimetre
25959,179.0 centimetre
25960,30.73 inch
25961,24.0 centimetre
25962,24.0 centimetre
25963,24.0 centimetre
25964,47.0 millimetre
25965,47.0 millimetre
25966,90.0 millimetre
25967,44.0 centimetre
25968,14.8 centimetre
25969,8.8 centimetre
25970,15.0 watt
25971,115.0 volt
25972,70.0 centimetre
25973,70.0 centimetre
25974,12.0 inch
25975,12.0 inch
25976,120.0 watt
25977,24.0 volt
25978,152.4 centimetre
25979,12.5 centimetre
25980,9.0 centimetre
25981,55.0 millimetre
25982,53.0 millimetre
25983,54.0 centimetre
25984,220.0 volt
25985,300.0 watt
25986,7.8 centimetre
25987,13.85 inch
25988,45.0 centimetre
25989,25.0 centimetre
25990,10.7 pound
25991,1500.0 watt
25992,120.0 volt
25993,7.5 inch
25994,7.5 inch
25995,240.0 volt
25996,7.4 inch
25997,13.0 centimetre
25998,13.0 centimetre
25999,11.0 gram
26000,12.0 volt
26001,125.0 millimetre
26002,140.0 millimetre
26003,1550.0 watt
26004,540.0 gram
26005,2.5 inch
26006,3.9 inch
26007,54.5 centimetre
26008,10.0 centimetre
26009,210.0 centimetre
26010,13.1 inch
26011,8.38 inch
26012,1000.0 watt
26013,120.0 volt
26014,15.0 centimetre
26015,8.0 centimetre
26016,8.0 centimetre
26017,25.0 inch
26018,29.5 inch
26019,176.0 gram
26020,120.0 volt
26021,126.0 watt
26022,37.0 centimetre
26023,84.0 centimetre
26024,14.0 centimetre
26025,11.7 centimetre
26026,24.0 inch
26027,38.0 centimetre
26028,10.0 centimetre
26029,35.7 centimetre
26030,16.0 centimetre
26031,23.0 centimetre
26032,23.0 centimetre
26033,230.0 gram
26034,0.0 watt
26035,230.0 volt
26036,1350.0 watt
26037,120.0 volt
26038,2400.0 gram
26039,2400.0 watt
26040,385.0 millimetre
26041,180.0 millimetre
26042,720.0 millimetre
26043,72.0 millimetre
26044,95.0 centimetre
26045,10.6 inch
26046,10.5 inch
26047,6.5 inch
26048,16.51 centimetre
26049,40.0 millimetre
26050,40.0 millimetre
26051,11.0 inch
26052,13.5 centimetre
26053,13.5 centimetre
26054,355.0 millilitre
26055,8.5 centimetre
26056,8.5 centimetre
26057,10.0 centimetre
26058,67.0 millimetre
26059,67.0 millimetre
26060,12.0 centimetre
26061,12.0 centimetre
26062,56.0 millimetre
26063,28.0 millimetre
26064,11.0 millimetre
26065,3.7 volt
26066,110.0 millimetre
26067,73.0 millimetre
26068,1.0 watt
26069,240.0 volt
26070,4.5 centimetre
26071,13.0 centimetre
26072,13.0 centimetre
26073,75.0 pound
26074,15.5 centimetre
26075,15.5 centimetre
26076,15.5 centimetre
26077,260.0 millimetre
26078,350.0 millimetre
26079,410.0 millimetre
26080,5.0 inch
26081,6.7 inch
26082,13.0 centimetre
26083,183.0 centimetre
26084,256.0 gram
26085,15.0 centimetre
26086,17.0 centimetre
26087,40.0 centimetre
26088,120.0 centimetre
26089,28.0 ounce
26090,11.5 inch
26091,31.0 centimetre
26092,130.0 millimetre
26093,130.0 millimetre
26094,5.8 centimetre
26095,180.0 centimetre
26096,180.0 centimetre
26097,38.0 centimetre
26098,38.0 centimetre
26099,14.3 centimetre
26100,10.7 centimetre
26101,4.0 inch
26102,3.0 inch
26103,110.0 centimetre
26104,60.0 centimetre
26105,3.0 gram
26106,3.0 volt
26107,3.0 watt
26108,80.0 centimetre
26109,80.0 centimetre
26110,80.0 centimetre
26111,37.4 inch
26112,2.5 metre
26113,42.3 centimetre
26114,77.0 millimetre
26115,77.0 millimetre
26116,77.0 millimetre
26117,42.0 centimetre
26118,42.0 centimetre
26119,9.5 centimetre
26120,7.5 centimetre
26121,9.5 centimetre
26122,20.0 centimetre
26123,80.0 centimetre
26124,40.0 centimetre
26125,80.0 centimetre
26126,110 pound
26127,7.5 centimetre
26128,7.5 centimetre
26129,185.0 inch
26130,185.0 inch
26131,2.0 cubic inch
26132,434.0 gram
26133,100 gram
26134,62.4 inch
26135,109.1 inch
26136,13.4 inch
26137,72.0 inch
26138,72.0 inch
26139,100.0 millilitre
26140,3.0 volt
26141,70.8 inch
26142,70.8 inch
26143,4.3 centimetre
26144,14.8 centimetre
26145,110.0 centimetre
26146,90.0 inch
26147,28.0 centimetre
26148,28.0 centimetre
26149,28.0 centimetre
26150,9.0 centimetre
26151,9.0 centimetre
26152,289.3 gram
26153,9.0 inch
26154,29.5 inch
26155,5.0 volt
26156,200.0 centimetre
26157,200.0 centimetre
26158,22.1 gram
26159,42.0 centimetre
26160,27.6 inch
26161,1000.0 pound
26162,2.38 kilogram
26163,2.38 kilogram
26164,23.6 centimetre
26165,14.0 centimetre
26166,11.2 fluid ounce
26167,14.5 centimetre
26168,30.0 centimetre
26169,500.0 gram
26170,35.4 inch
26171,7.08 inch
26172,8.85 inch
26173,2.35 inch
26174,80.0 centimetre
26175,100.0 gram
26176,30.0 millimetre
26177,300.0 millimetre
26178,300.0 millimetre
26179,13.18 inch
26180,10.0 centimetre
26181,43.0 centimetre
26182,215.0 millimetre
26183,1000.0 gram
26184,103.0 millimetre
26185,103.0 millimetre
26186,18.5 centimetre
26187,10.0 centimetre
26188,10.0 pound
26189,16.0 fluid ounce
26190,24.0 millimetre
26191,5.1 volt
26192,35.0 centimetre
26193,35.0 centimetre
26194,7.87 inch
26195,20.07 inch
26196,60.0 millimetre
26197,12.0 volt
26198,2.7 watt
26199,50.0 millimetre
26200,10.0 volt
26201,9.5 centimetre
26202,270.0 gram
26203,3.0 gram
26204,1.6 inch
26205,3.2 inch
26206,3.2 inch
26207,48.0 centimetre
26208,70.8 inch
26209,11.6 inch
26210,400.0 gram
26211,540.0 gram
26212,3.7 volt
26213,265 pound
26214,6.4 inch
26215,6.4 inch
26216,10.0 centimetre
26217,10.0 centimetre
26218,200.0 centimetre
26219,55.0 centimetre
26220,730.0 millimetre
26221,230.0 millimetre
26222,8.0 centimetre
26223,19.5 centimetre
26224,5.5 centimetre
26225,10.0 gram
26226,215.0 millimetre
26227,70.0 centimetre
26228,8.5 centimetre
26229,90.0 centimetre
26230,90.0 centimetre
26231,90.0 centimetre
26232,"[30.0, 50.0] pound"
26233,19.2 centimetre
26234,2.6 centimetre
26235,2.0 centimetre
26236,2.6 centimetre
26237,90.0 centimetre
26238,43.0 centimetre
26239,32.0 centimetre
26240,38.0 millimetre
26241,98.0 millimetre
26242,8.5 inch
26243,28.0 centimetre
26244,8.84 inch
26245,103.0 centimetre
26246,78.0 centimetre
26247,4.3 inch
26248,15.6 centimetre
26249,15.0 centimetre
26250,42.0 centimetre
26251,29.0 centimetre
26252,55.0 millimetre
26253,356.0 gram
26254,14.5 inch
26255,14.5 inch
26256,13.0 centimetre
26257,13.0 centimetre
26258,79.0 inch
26259,14.2 inch
26260,15.0 centimetre
26261,17.7 inch
26262,324.0 millimetre
26263,69.3 inch
26264,1.0 ton
26265,70.0 inch
26266,31.5 centimetre
26267,31.5 centimetre
26268,113.0 millimetre
26269,102.0 centimetre
26270,15.0 watt
26271,512.0 volt
26272,380.0 gram
26273,1.0 kilowatt hour
26274,18.0 volt
26275,7.87 inch
26276,15.0 centimetre
26277,26.0 centimetre
26278,26.0 centimetre
26279,54.0 millimetre
26280,54.0 millimetre
26281,40.0 ton
26282,240.0 volt
26283,4.6 inch
26284,8.66 inch
26285,55.0 centimetre
26286,60.0 centimetre
26287,18.5 inch
26288,18.5 inch
26289,9.4 inch
26290,15.7 inch
26291,11.41 inch
26292,6.8 centimetre
26293,23.3 centimetre
26294,23.3 centimetre
26295,3.2 centimetre
26296,3.2 centimetre
26297,3.2 centimetre
26298,115.0 millimetre
26299,108.0 millimetre
26300,18.3 centimetre
26301,18.3 centimetre
26302,200.0 centimetre
26303,16.0 centimetre
26304,5.8 centimetre
26305,12.0 volt
26306,4.0 watt
26307,13.0 centimetre
26308,13.0 centimetre
26309,55.0 centimetre
26310,55.0 centimetre
26311,35.0 millimetre
26312,30.0 millimetre
26313,12.0 inch
26314,12.0 inch
26315,6.0 pound
26316,79.0 centimetre
26317,16.0 centimetre
26318,16.0 centimetre
26319,16.0 centimetre
26320,32.0 centimetre
26321,32.0 centimetre
26322,32.0 centimetre
26323,103.0 centimetre
26324,103.0 centimetre
26325,103.0 centimetre
26326,40.5 inch
26327,24.0 inch
26328,140.0 centimetre
26329,"[20.0, 44.0] pound"
26330,3.0 centimetre
26331,21.0 centimetre
26332,13.5 centimetre
26333,2.0 inch
26334,12.0 centimetre
26335,11.5 centimetre
26336,12.0 centimetre
26337,120.0 volt
26338,4.4 pound
26339,150.0 millimetre
26340,1.05 metre
26341,1.05 metre
26342,4.0 inch
26343,3.7 inch
26344,100.0 millimetre
26345,100.0 millimetre
26346,100.0 millimetre
26347,11.0 centimetre
26348,60.0 millimetre
26349,35.4 inch
26350,41.0 centimetre
26351,41.0 centimetre
26352,16.0 centimetre
26353,160.0 millimetre
26354,160.0 millimetre
26355,54.0 millimetre
26356,5.3 inch
26357,4.9 inch
26358,3.28 ounce
26359,15.5 centimetre
26360,15.5 centimetre
26361,18.0 centimetre
26362,31.4 centimetre
26363,440.0 pound
26364,15.0 centimetre
26365,15.0 centimetre
26366,20.0 centimetre
26367,60.6 inch
26368,17.7 inch
26369,17.7 inch
26370,17.7 inch
26371,3.78 inch
26372,29.1 inch
26373,220.0 pound
26374,1.0 fluid ounce
26375,3500.0 pound
26376,0.8 inch
26377,100.0 centimetre
26378,55.0 inch
26379,1.47 gram
26380,7.0 centimetre
26381,8.0 millimetre
26382,83.0 millimetre
26383,25.0 millimetre
26384,6.9 inch
26385,1.9 inch
26386,29.5 centimetre
26387,14.8 centimetre
26388,14.8 centimetre
26389,11.5 fluid ounce
26390,4.3 inch
26391,5.44 inch
26392,113.0 centimetre
26393,113.0 centimetre
26394,3.9 inch
26395,3.9 inch
26396,60.0 centimetre
26397,32.0 centimetre
26398,32.0 centimetre
26399,6.8 centimetre
26400,2.67 inch
26401,2.0 inch
26402,25.0 inch
26403,25.0 inch
26404,43.0 centimetre
26405,41.0 centimetre
26406,30.0 centimetre
26407,220.0 pound
26408,26.0 centimetre
26409,26.0 centimetre
26410,18.5 kilogram
26411,18.5 kilogram
26412,15.0 centimetre
26413,19.0 centimetre
26414,2.2 centimetre
26415,10.0 centimetre
26416,5.12 inch
26417,5.5 inch
26418,5.5 inch
26419,153.0 centimetre
26420,153.0 centimetre
26421,153.0 centimetre
26422,76.0 centimetre
26423,76.0 centimetre
26424,50.0 centimetre
26425,19.6 centimetre
26426,75.0 inch
26427,75.0 inch
26428,7.5 centimetre
26429,12.0 centimetre
26430,14.2 centimetre
26431,9.0 centimetre
26432,9.0 centimetre
26433,8.0 centimetre
26434,9.0 centimetre
26435,10.0 centimetre
26436,98.0 millimetre
26437,53.0 centimetre
26438,53.0 centimetre
26439,1280.0 pound
26440,1280.0 pound
26441,1280.0 volt
26442,59.0 pound
26443,84.0 centimetre
26444,6.5 centimetre
26445,9.5 inch
26446,4.3 inch
26447,28.0 centimetre
26448,30.0 centimetre
26449,6.0 inch
26450,6.0 inch
26451,3.2 inch
26452,3.2 inch
26453,3.2 inch
26454,45.0 centimetre
26455,3.2 inch
26456,5.0 inch
26457,7.0 centimetre
26458,17.0 centimetre
26459,26.0 inch
26460,30.0 ounce
26461,4.2 centimetre
26462,4.2 centimetre
26463,5.0 centimetre
26464,45.0 gram
26465,10.0 centimetre
26466,8.0 centimetre
26467,3.2 inch
26468,181.0 gram
26469,145.0 centimetre
26470,145.0 centimetre
26471,145.0 centimetre
26472,102.0 centimetre
26473,33.5 inch
26474,26.0 centimetre
26475,26.0 centimetre
26476,26.0 centimetre
26477,1.95 inch
26478,1.5 inch
26479,210.0 centimetre
26480,165.0 centimetre
26481,1.57 inch
26482,125.0 millimetre
26483,125.0 millimetre
26484,10.3 kilogram
26485,80.0 centimetre
26486,36.0 centimetre
26487,36.0 centimetre
26488,36.0 centimetre
26489,8.5 inch
26490,14.5 inch
26491,30.0 centimetre
26492,90.0 centimetre
26493,90.0 centimetre
26494,4.0 inch
