index,prediction
60971,9.0 centimetre
60972,26.0 centimetre
60973,18.5 centimetre
60974,22.5 centimetre
60975,2.8 inch
60976,2.8 inch
60977,2.8 inch
60978,32.3 inch
60979,3.7 centimetre
60980,3.8 centimetre
60981,6.1 inch
60982,7.9 inch
60983,13.8 inch
60984,21.0 centimetre
60985,21.0 centimetre
60986,27.0 centimetre
60987,25.0 centimetre
60988,2.0 fluid ounce
60989,40.0 centimetre
60990,6.0 volt
60991,250.0 volt
60992,2.5 inch
60993,2.5 inch
60994,15.6 inch
60995,13.0 centimetre
60996,1.52 fluid ounce
60997,8.0 gram
60998,37.0 centimetre
60999,150.0 millimetre
61000,150.0 millimetre
61001,19.75 inch
61002,2.8 inch
61003,140.0 centimetre
61004,13.0 centimetre
61005,140.0 centimetre
61006,11.0 pound
61007,9.0 inch
61008,7.0 inch
61009,5.0 inch
61010,7.0 inch
61011,12.0 inch
61012,12.0 inch
61013,20.0 millimetre
61014,50.0 millimetre
61015,1.9 inch
61016,8.0 inch
61017,38.0 centimetre
61018,88.0 millimetre
61019,175.0 millimetre
61020,104.6 centimetre
61021,93.5 millimetre
61022,6.2 inch
61023,140.5 inch
61024,9.0 centimetre
61025,6.5 foot
61026,6.5 foot
61027,25.0 ton
61028,6.3 millimetre
61029,800.0 pound
61030,10.0 inch
61031,10.0 inch
61032,180.0 centimetre
61033,15.0 centimetre
61034,45.0 gram
61035,65.0 millimetre
61036,17.5 centimetre
61037,11.8 inch
61038,11.8 inch
61039,5.31 inch
61040,60.0 centimetre
61041,120.0 volt
61042,1800.0 watt
61043,220.0 pound
61044,95.0 centimetre
61045,95.0 centimetre
61046,70.0 millimetre
61047,37.0 centimetre
61048,35.0 centimetre
61049,40.0 centimetre
61050,50.0 centimetre
61051,34.0 inch
61052,34.0 inch
61053,21.7 centimetre
61054,11.73 inch
61055,2.1 pound
61056,25 kilogram
61057,35.0 centimetre
61058,35.0 centimetre
61059,35.0 centimetre
61060,76.0 centimetre
61061,3.4 inch
61062,3.4 inch
61063,34.0 inch
61064,54.0 millimetre
61065,3.78 inch
61066,5.12 inch
61067,59.0 inch
61068,76.0 inch
61069,95.0 millimetre
61070,99.0 millimetre
61071,95.0 millimetre
61072,14.2 inch
61073,16.8 centimetre
61074,40.0 pound
61075,20.0 centimetre
61076,49.0 millimetre
61077,90.0 millimetre
61078,8.0 centimetre
61079,19.5 centimetre
61080,290.0 millimetre
61081,95.0 millimetre
61082,11.0 centimetre
61083,30.0 centimetre
61084,20.0 centimetre
61085,12.0 volt
61086,100.0 centimetre
61087,100.0 centimetre
61088,30.0 centimetre
61089,400.0 volt
61090,400.0 watt
61091,4.5 inch
61092,18.0 centimetre
61093,18.5 inch
61094,185.0 inch
61095,1.96 inch
61096,1.96 inch
61097,24.0 millimetre
61098,46.0 millimetre
61099,270 pound
61100,4.0 centimetre
61101,4.0 centimetre
61102,9.0 inch
61103,3.66 inch
61104,14.0 centimetre
61105,14.0 centimetre
61106,4.5 inch
61107,10.0 inch
61108,10.0 inch
61109,7.8 inch
61110,180.0 centimetre
61111,100.0 centimetre
61112,30.0 centimetre
61113,100.0 centimetre
61114,50.0 centimetre
61115,6.0 centimetre
61116,6.0 centimetre
61117,3.0 centimetre
61118,3.0 centimetre
61119,134.0 millimetre
61120,17.0 inch
61121,19.0 centimetre
61122,25.0 millimetre
61123,30.0 millimetre
61124,28.0 centimetre
61125,28.0 centimetre
61126,21.5 inch
61127,21.5 inch
61128,400.0 pound
61129,8.5 inch
61130,8.5 inch
61131,12.5 centimetre
61132,12.5 centimetre
61133,4.5 centimetre
61134,6.0 centimetre
61135,60.0 gram
61136,89.0 centimetre
61137,89.0 centimetre
61138,920.0 millimetre
61139,50.0 millimetre
61140,28.0 millimetre
61141,28.0 millimetre
61142,17.7 pound
61143,19.5 centimetre
61144,17.8 centimetre
61145,244 gram
61146,18.0 centimetre
61147,1.0 gram
61148,12.0 millimetre
61149,12.0 millimetre
61150,3.5 inch
61151,95.0 centimetre
61152,70.0 centimetre
61153,35.0 centimetre
61154,94.5 millimetre
61155,52.0 centimetre
61156,31.9 inch
61157,12.0 centimetre
61158,63.0 centimetre
61159,21.0 centimetre
61160,45.0 centimetre
61161,45.0 centimetre
61162,265.0 pound
61163,9.0 centimetre
61164,9.0 centimetre
61165,9.0 centimetre
61166,13.0 centimetre
61167,15.4 inch
61168,15.4 inch
61169,53.0 millimetre
61170,53.0 millimetre
61171,2900.0 volt
61172,70.0 watt
61173,5.0 volt
61174,1.1 pound
61175,39.5 centimetre
61176,8.5 centimetre
61177,100.0 gram
61178,7.6 centimetre
61179,7.6 centimetre
61180,13.3 inch
61181,13.3 inch
61182,18.9 inch
61183,48.0 centimetre
61184,24.0 ton
61185,2.2 inch
61186,7.4 inch
61187,35.0 centimetre
61188,35.0 centimetre
61189,35.5 centimetre
61190,14.5 centimetre
61191,6.0 inch
61192,4.0 inch
61193,30.0 centimetre
61194,30.0 centimetre
61195,30.0 centimetre
61196,5.0 inch
61197,62.5 inch
61198,10.61 inch
61199,3.14 inch
61200,250.0 pound
61201,100.0 centimetre
61202,45.0 centimetre
61203,7.0 inch
61204,7.0 inch
61205,5.0 inch
61206,100.0 centimetre
61207,3.0 centimetre
61208,95.0 millimetre
61209,45.0 millimetre
61210,35.5 inch
61211,10.3 centimetre
61212,18.5 centimetre
61213,230.0 volt
61214,100.0 watt
61215,10.0 centimetre
61216,327.0 millimetre
61217,327.0 millimetre
61218,207.0 millimetre
61219,90.0 centimetre
61220,100 gram
61221,7.08 inch
61222,18.0 centimetre
61223,18.0 centimetre
61224,1.75 litre
61225,120.0 volt
61226,350.0 watt
61227,60.0 millimetre
61228,39.0 centimetre
61229,140.0 centimetre
61230,140.0 centimetre
61231,115.0 millimetre
61232,54.0 millimetre
61233,54.0 millimetre
61234,29.0 centimetre
61235,29.0 centimetre
61236,7.08 inch
61237,8.46 inch
61238,172.0 millimetre
61239,13.5 centimetre
61240,90.0 millimetre
61241,128.0 millimetre
61242,720.0 millimetre
61243,3.3 centimetre
61244,48.0 inch
61245,48.0 inch
61246,48.0 inch
61247,4.7 inch
61248,6.7 inch
61249,9.0 inch
61250,9.0 inch
61251,62.5 inch
61252,12.5 centimetre
61253,12.5 centimetre
61254,12.5 centimetre
61255,22.0 centimetre
61256,900.0 pound
61257,168.0 millimetre
61258,168.0 millimetre
61259,168.0 millimetre
61260,14.7 centimetre
61261,29.0 centimetre
61262,13.0 centimetre
61263,24.0 millimetre
61264,240.0 millimetre
61265,18.0 centimetre
61266,40.0 centimetre
61267,93.0 millimetre
61268,93.0 millimetre
61269,5.5 millimetre
61270,40.0 centimetre
61271,19.1 inch
61272,6.3 inch
61273,3.6 inch
61274,13.0 centimetre
61275,60.0 watt
61276,80.0 gram
61277,35.0 centimetre
61278,21.0 centimetre
61279,21.0 centimetre
61280,80.0 centimetre
61281,172.0 centimetre
61282,2.5 inch
61283,6.0 inch
61284,17.0 centimetre
61285,8.5 centimetre
61286,22.0 inch
61287,22.0 inch
61288,22.0 inch
61289,9.0 centimetre
61290,9.0 centimetre
61291,270.0 centimetre
61292,280.0 centimetre
61293,60.0 centimetre
61294,60.0 centimetre
61295,70.0 millimetre
61296,70.0 millimetre
61297,70.0 millimetre
61298,750.0 gram
61299,750.0 watt
61300,5.0 volt
61301,94.0 centimetre
61302,94.0 centimetre
61303,8.0 millimetre
61304,19.5 centimetre
61305,96.01 centimetre
61306,12.0 centimetre
61307,11.2 centimetre
61308,190.0 millimetre
61309,6.0 centimetre
61310,6.0 centimetre
61311,68.0 centimetre
61312,6.0 inch
61313,4.0 inch
61314,6.0 inch
61315,24.0 centimetre
61316,19.5 centimetre
61317,11.0 centimetre
61318,762.0 millimetre
61319,10.0 centimetre
61320,24.0 gram
61321,27.0 centimetre
61322,1050.0 watt
61323,1400.0 volt
61324,1400.0 watt
61325,115.0 millimetre
61326,115.0 millimetre
61327,89.0 millimetre
61328,4.0 inch
61329,4.0 inch
61330,80.0 centimetre
61331,14.5 centimetre
61332,8.5 centimetre
61333,14.0 centimetre
61334,14.0 centimetre
61335,240.0 pound
61336,86.0 centimetre
61337,71.0 centimetre
61338,76.0 centimetre
61339,120.0 centimetre
61340,43.0 centimetre
61341,31.0 centimetre
61342,13.0 centimetre
61343,13.0 centimetre
61344,120.0 volt
61345,250.0 watt
61346,100.0 centimetre
61347,148.0 centimetre
61348,59.0 pound
61349,1.96 inch
61350,2.75 inch
61351,23.5 inch
61352,62.0 millimetre
61353,40.0 centimetre
61354,1.12 centimetre
61355,30.0 centimetre
61356,11.0 centimetre
61357,48.0 centimetre
61358,274.0 centimetre
61359,100.0 centimetre
61360,18.0 inch
61361,52.0 millimetre
61362,52.0 millimetre
61363,52.0 millimetre
61364,5.1 inch
61365,10.0 foot
61366,10.0 foot
61367,7.0 centimetre
61368,12.0 volt
61369,7.0 watt
61370,34.0 centimetre
61371,3.0 centimetre
61372,34.0 centimetre
61373,23.5 centimetre
61374,12.0 inch
61375,12.0 inch
61376,12.0 inch
61377,623.7 gram
61378,134.0 millimetre
61379,121.0 millimetre
61380,134.0 millimetre
61381,13.0 centimetre
61382,13.0 centimetre
61383,26.0 centimetre
61384,71.0 centimetre
61385,36.0 millimetre
61386,160.0 millimetre
61387,19.0 inch
61388,10.5 inch
61389,1.0 volt
61390,21.0 centimetre
61391,60.0 centimetre
61392,199.0 gram
61393,77 gram
61394,50.0 pound
61395,4.5 centimetre
61396,42.0 centimetre
61397,42.0 centimetre
61398,72.0 centimetre
61399,21.0 volt
61400,186.0 gram
61401,12.0 watt
61402,800000.0 pound
61403,140.0 centimetre
61404,120.0 centimetre
61405,55.0 centimetre
61406,16.0 centimetre
61407,8.0 centimetre
61408,16.0 centimetre
61409,200.0 centimetre
61410,220.0 centimetre
61411,10.5 centimetre
61412,5.6 centimetre
61413,11.2 inch
61414,76 gram
61415,227.0 gram
61416,8.0 centimetre
61417,33.0 centimetre
61418,30.0 centimetre
61419,12.4 gram
61420,30.0 inch
61421,23.5 centimetre
61422,900.0 watt
61423,80.0 inch
61424,80.0 inch
61425,18.0 inch
61426,119.3 inch
61427,40.0 inch
61428,20.0 milligram
61429,28.0 centimetre
61430,28.0 centimetre
61431,2.67 inch
61432,6.8 centimetre
61433,21.0 centimetre
61434,26.0 centimetre
61435,20.0 centimetre
61436,240.0 millimetre
61437,70.0 centimetre
61438,50.0 centimetre
61439,800.0 gram
61440,70.0 millimetre
61441,70.0 millimetre
61442,4.1 centimetre
61443,1.46 inch
61444,4.17 inch
61445,5.0 inch
61446,1.5 inch
61447,18.5 inch
61448,50.0 centimetre
61449,12.0 centimetre
61450,6.7 centimetre
61451,20.0 centimetre
61452,90.0 centimetre
61453,90.0 centimetre
61454,17.0 centimetre
61455,240.0 volt
61456,1200.0 horsepower
61457,5.7 inch
61458,19.0 centimetre
61459,0.35 fluid ounce
61460,3.7 inch
61461,3.7 inch
61462,6.0 centimetre
61463,6.0 centimetre
61464,10.5 centimetre
61465,37.5 centimetre
61466,12.0 centimetre
61467,31.9 inch
61468,75.5 centimetre
61469,23.6 inch
61470,3.8 volt
61471,5.0 volt
61472,830.0 millimetre
61473,400.0 millimetre
61474,7.2 centimetre
61475,8.0 inch
61476,340.0 gram
61477,3.0 inch
61478,7.5 centimetre
61479,750.0 gram
61480,3.85 volt
61481,10.0 centimetre
61482,20.0 centimetre
61483,60.0 centimetre
61484,60.0 centimetre
61485,60.0 centimetre
61486,6.5 centimetre
61487,5.0 centimetre
61488,12.0 inch
61489,12.0 inch
61490,8.0 inch
61491,330.0 gram
61492,0.6 ounce
61493,7.5 centimetre
61494,7.5 centimetre
61495,85.0 centimetre
61496,110.0 centimetre
61497,2.5 centimetre
61498,2.5 centimetre
61499,142.0 millimetre
61500,1.2 inch
61501,1.2 inch
61502,11.0 centimetre
61503,4.7 inch
61504,4.7 inch
61505,85.0 inch
61506,2.0 foot
61507,2.0 foot
61508,1.4 ton
61509,178.0 millimetre
61510,150.0 centimetre
61511,300.0 ton
61512,7.0 centimetre
61513,2.7 inch
61514,400.0 millimetre
61515,160.0 millimetre
61516,120.0 volt
61517,52.0 gram
61518,52.0 watt
61519,11.0 watt
61520,24.0 volt
61521,55.0 centimetre
61522,5.0 centimetre
61523,0.18 centimetre
61524,0.18 centimetre
61525,25.0 centimetre
61526,35.0 centimetre
61527,35.0 centimetre
61528,28.0 centimetre
61529,3.9 inch
61530,5.0 centimetre
61531,5.0 centimetre
61532,5.0 centimetre
61533,9.0 centimetre
61534,50.0 centimetre
61535,17.0 centimetre
61536,52.0 centimetre
61537,1.7 gram
61538,6.0 centimetre
61539,6.0 centimetre
61540,6.0 centimetre
61541,28.0 centimetre
61542,70.5 centimetre
61543,82.0 centimetre
61544,17.3 centimetre
61545,17.3 centimetre
61546,11.5 inch
61547,11.5 inch
61548,130.0 centimetre
61549,130.0 centimetre
61550,130.0 centimetre
61551,102.0 gram
61552,10.0 centimetre
61553,37.0 inch
61554,32.0 centimetre
61555,7.0 centimetre
61556,23.0 centimetre
61557,78.7 inch
61558,6.3 centimetre
61559,8.27 inch
61560,22.5 centimetre
61561,6.41 millimetre
61562,6.8 inch
61563,6.8 inch
61564,90.0 centimetre
61565,4.0 inch
61566,4.0 inch
61567,18.0 inch
61568,15.0 inch
61569,2.0 ton
61570,36.0 centimetre
61571,49.0 centimetre
61572,5.0 inch
61573,4.7 inch
61574,21.2 inch
61575,16.0 centimetre
61576,21.0 volt
61577,25.0 centimetre
61578,10.0 centimetre
61579,30.0 centimetre
61580,77.0 centimetre
61581,8.4 inch
61582,8.4 inch
61583,20.0 centimetre
61584,20.0 centimetre
61585,20.0 millimetre
61586,10.0 millimetre
61587,15 kilogram
61588,9.0 inch
61589,4.5 centimetre
61590,13.0 centimetre
61591,9.5 centimetre
61592,78.5 centimetre
61593,29.0 centimetre
61594,4.7 inch
61595,4.7 inch
61596,4.17 inch
61597,2.36 inch
61598,3.93 inch
61599,61.0 centimetre
61600,61.0 centimetre
61601,340.0 gram
61602,4.0 centimetre
61603,7.0 centimetre
61604,0.8 inch
61605,4.3 centimetre
61606,5.0 centimetre
61607,16.2 centimetre
61608,45.7 inch
61609,9.0 centimetre
61610,44.0 centimetre
61611,23.8 centimetre
61612,77.0 millimetre
61613,11.5 centimetre
61614,35.5 centimetre
61615,1100.0 watt
61616,1100.0 volt
61617,77.0 inch
61618,50.0 centimetre
61619,5.2 centimetre
61620,39.4 inch
61621,15.0 gram
61622,7.2 centimetre
61623,2.2 centimetre
61624,1.0 inch
61625,2.5 centimetre
61626,2.5 centimetre
61627,15.0 centimetre
61628,12.0 centimetre
61629,40.0 centimetre
61630,40.0 centimetre
61631,136.0 centimetre
61632,55.0 centimetre
61633,3.0 centimetre
61634,82.0 inch
61635,30.0 inch
61636,36.0 volt
61637,245.0 millimetre
61638,115.0 millimetre
61639,115.0 millimetre
61640,1200.0 pound
61641,1200.0 pound
61642,21.0 inch
61643,19.0 centimetre
61644,200.0 millimetre
61645,22.0 ton
61646,18.5 inch
61647,18.5 inch
61648,3.5 pound
61649,2.5 inch
61650,2.5 inch
61651,23.5 centimetre
61652,29.5 centimetre
61653,1.38 inch
61654,18.0 millimetre
61655,18.0 millimetre
61656,8.0 ounce
61657,170.0 millimetre
61658,100.0 gram
61659,1.8 inch
61660,1.8 inch
61661,7.5 fluid ounce
61662,5.0 centimetre
61663,6.2 centimetre
61664,2.8 metre
61665,280.0 centimetre
61666,280.0 centimetre
61667,5.0 volt
61668,3.6 inch
61669,33.0 centimetre
61670,33.0 centimetre
61671,33.0 centimetre
61672,5.5 inch
61673,8.0 centimetre
61674,29.6 inch
61675,115.0 millimetre
61676,5.1 inch
61677,2.4 inch
61678,32.2 inch
61679,18.0 inch
61680,20.5 centimetre
61681,187.0 millimetre
61682,7.36 inch
61683,5.91 inch
61684,20.0 centimetre
61685,1.9 centimetre
61686,5.5 inch
61687,40.0 centimetre
61688,15.0 centimetre
61689,14.0 centimetre
61690,14.0 centimetre
61691,25.5 millimetre
61692,140.0 watt
61693,200.0 millimetre
61694,45.0 millimetre
61695,20.0 volt
61696,21.5 centimetre
61697,30.0 centimetre
61698,15.7 inch
61699,3.0 inch
61700,16.9 volt
61701,11.5 centimetre
61702,11.5 centimetre
61703,10.2 centimetre
61704,4.0 inch
61705,4.0 inch
61706,130.0 centimetre
61707,80.0 centimetre
61708,12.0 inch
61709,18.0 inch
61710,242.0 gram
61711,220.0 volt
61712,600.0 watt
61713,110.0 centimetre
61714,110.0 centimetre
61715,27.6 inch
61716,8.5 inch
61717,14.5 inch
61718,12.0 volt
61719,4.17 inch
61720,4.17 inch
61721,4.4 inch
61722,4.4 inch
61723,2.0 gram
61724,170.0 centimetre
61725,9.0 inch
61726,4.7 inch
61727,22.4 centimetre
61728,3.2 inch
61729,4.0 inch
61730,2.0 inch
61731,68.0 centimetre
61732,135.0 millimetre
61733,9.0 centimetre
61734,10.3 centimetre
61735,10.3 centimetre
61736,10.0 inch
61737,42.9 pound
61738,43.0 centimetre
61739,1.6 metre
61740,1.6 metre
61741,11.0 centimetre
61742,11.0 centimetre
61743,8.0 inch
61744,59.0 millimetre
61745,118.0 millimetre
61746,20.0 inch
61747,2.1 inch
61748,1.8 inch
61749,5.2 inch
61750,155.0 pound
61751,6.0 watt
61752,2.5 inch
61753,960.0 millimetre
61754,8.3 centimetre
61755,7.0 inch
61756,19.0 centimetre
61757,100.0 centimetre
61758,9.1 inch
61759,9.1 inch
61760,3.93 inch
61761,17.7 inch
61762,4.75 inch
61763,4.75 inch
61764,4.75 inch
61765,4.5 centimetre
61766,25.0 centimetre
61767,95.0 centimetre
61768,30.0 inch
61769,22.0 inch
61770,35.0 centimetre
61771,20.0 centimetre
61772,3.7 volt
61773,150.0 centimetre
61774,14.5 centimetre
61775,18.0 centimetre
61776,4.0 centimetre
61777,35.0 centimetre
61778,50.0 centimetre
61779,50.0 centimetre
61780,25.0 centimetre
61781,25.0 centimetre
61782,25.0 centimetre
61783,8.0 inch
61784,8.0 inch
61785,8.0 inch
61786,10.5 gram
61787,5.0 inch
61788,7.0 inch
61789,4.5 inch
61790,7.0 foot
61791,7.0 foot
61792,12.0 centimetre
61793,45.0 centimetre
61794,45.0 centimetre
61795,32.0 centimetre
61796,15.75 inch
61797,30.0 millimetre
61798,43.31 inch
61799,43.31 inch
61800,3.54 inch
61801,28.0 gram
61802,10.0 inch
61803,10.0 inch
61804,11.8 inch
61805,11.8 inch
61806,453 gram
61807,120.0 volt
61808,120.0 volt
61809,120.0 gram
61810,15.0 centimetre
61811,47.0 centimetre
61812,10.5 centimetre
61813,10.5 centimetre
61814,350.0 pound
61815,350.0 volt
61816,350.0 watt
61817,11.0 centimetre
61818,18.0 centimetre
61819,30.0 centimetre
61820,16.9 centimetre
61821,3.14 inch
61822,6.69 inch
61823,20.0 centimetre
61824,7.0 centimetre
61825,280.0 millimetre
61826,280.0 millimetre
61827,27.0 centimetre
61828,27.0 centimetre
61829,86.0 inch
61830,46.0 centimetre
61831,110.0 centimetre
61832,17.3 centimetre
61833,7.0 centimetre
61834,38.0 inch
61835,38.0 inch
61836,38.0 inch
61837,2.13 inch
61838,9.5 centimetre
61839,12.99 inch
61840,7.09 inch
61841,2.49 pound
61842,21.5 inch
61843,21.5 inch
61844,21.5 inch
61845,8.0 inch
61846,14.0 centimetre
61847,12.0 centimetre
61848,27.0 centimetre
61849,1.05 inch
61850,72.0 inch
61851,9.0 gram
61852,17.0 centimetre
61853,40.0 gram
61854,8.8 centimetre
