index,prediction
50978,4.5 inch
50979,4.5 inch
50980,4.5 inch
50981,29.0 centimetre
50982,29.0 centimetre
50983,80.0 millimetre
50984,80.0 millimetre
50985,310.0 gram
50986,283.6 gram
50987,1.5 gram
50988,8.2 inch
50989,1.1 inch
50990,7.5 centimetre
50991,32.0 centimetre
50992,10.0 inch
50993,1080.0 gram
50994,33.0 inch
50995,12.18 inch
50996,19.6 inch
50997,19.6 inch
50998,6.49 inch
50999,4.72 inch
51000,5.5 inch
51001,4.5 inch
51002,30.0 centimetre
51003,15.74 inch
51004,15.74 inch
51005,3.3 inch
51006,10.0 centimetre
51007,10.0 centimetre
51008,240.0 millimetre
51009,2.0 inch
51010,25.5 inch
51011,25.5 inch
51012,8.5 centimetre
51013,113.0 centimetre
51014,26.0 centimetre
51015,120.0 centimetre
51016,30.0 centimetre
51017,175.0 centimetre
51018,69.0 inch
51019,8.0 pound
51020,5.0 centimetre
51021,19.0 centimetre
51022,19.0 centimetre
51023,19.6 inch
51024,12.0 inch
51025,9.0 inch
51026,23.0 centimetre
51027,28.0 centimetre
51028,210.0 centimetre
51029,35.0 millimetre
51030,21.0 centimetre
51031,9.5 inch
51032,17.7 inch
51033,17.7 inch
51034,100 kilogram
51035,5.1 inch
51036,14.0 inch
51037,4.65 inch
51038,9.8 inch
51039,1.77 inch
51040,4.33 inch
51041,100.0 millimetre
51042,3.9 inch
51043,115.0 centimetre
51044,11.0 centimetre
51045,29.5 centimetre
51046,29.5 inch
51047,5.2 foot
51048,3.9 inch
51049,3.9 inch
51050,3.0 centimetre
51051,14.0 centimetre
51052,14.0 centimetre
51053,3.9 inch
51054,4.3 inch
51055,30.0 centimetre
51056,30.0 centimetre
51057,120.0 centimetre
51058,42.0 centimetre
51059,15.0 centimetre
51060,4.92 inch
51061,123.0 centimetre
51062,32.0 fluid ounce
51063,112.0 centimetre
51064,1.0 gram
51065,57.72 inch
51066,7.8 centimetre
51067,7.8 centimetre
51068,85.0 millimetre
51069,85.0 millimetre
51070,1.57 inch
51071,3.54 inch
51072,90.0 centimetre
51073,90.0 centimetre
51074,2.8 inch
51075,2.8 inch
51076,114.0 millimetre
51077,37.0 centimetre
51078,8.5 centimetre
51079,3.0 ton
51080,53.1 inch
51081,17.5 centimetre
51082,17.5 centimetre
51083,17.5 centimetre
51084,170.0 centimetre
51085,170.0 centimetre
51086,8.0 fluid ounce
51087,83.0 centimetre
51088,2.6 inch
51089,2.6 inch
51090,11.0 inch
51091,14.0 inch
51092,26.5 centimetre
51093,120.0 gram
51094,152.4 millimetre
51095,100 gram
51096,147.0 centimetre
51097,21.5 centimetre
51098,8.4 inch
51099,4.5 centimetre
51100,80.0 millimetre
51101,1200.0 gram
51102,55.0 inch
51103,74.0 millimetre
51104,15.0 centimetre
51105,1.57 inch
51106,1.57 inch
51107,12.4 inch
51108,9.0 centimetre
51109,29.0 centimetre
51110,25.3 inch
51111,120.0 centimetre
51112,56.74 centimetre
51113,7.5 inch
51114,7.1 inch
51115,51.0 gram
51116,110.0 volt
51117,92.0 watt
51118,40.0 centimetre
51119,12.2 inch
51120,8.7 inch
51121,124.0 centimetre
51122,108.0 inch
51123,2.74 metre
51124,108.0 inch
51125,5.2 ounce
51126,16.0 fluid ounce
51127,100.0 gram
51128,17.0 inch
51129,17.0 inch
51130,5.5 centimetre
51131,24.0 centimetre
51132,24.0 centimetre
51133,38.6 inch
51134,7.87 inch
51135,7.87 inch
51136,4.5 centimetre
51137,4.5 centimetre
51138,4.5 centimetre
51139,6.6 centimetre
51140,6.6 centimetre
51141,37.0 millimetre
51142,5.6 inch
51143,5.6 inch
51144,11.5 centimetre
51145,340.0 gram
51146,10.0 centimetre
51147,18.0 centimetre
51148,6.0 centimetre
51149,530.0 gram
51150,72.0 inch
51151,3.4 centimetre
51152,120.0 centimetre
51153,4.0 inch
51154,8.7 inch
51155,10.0 centimetre
51156,6.0 centimetre
51157,4.0 centimetre
51158,116.6 gram
51159,80.0 centimetre
51160,76.0 centimetre
51161,8.27 inch
51162,8.27 inch
51163,276.0 gram
51164,145.0 centimetre
51165,27.0 gram
51166,14.0 centimetre
51167,14.0 centimetre
51168,7.0 centimetre
51169,7.0 centimetre
51170,1500.0 watt
51171,1500.0 volt
51172,1500.0 gram
51173,"[150.0, 400.0] volt"
51174,1700.0 watt
51175,53.5 centimetre
51176,20.2 centimetre
51177,8.43 inch
51178,7.75 inch
51179,10.7 centimetre
51180,20.0 centimetre
51181,7.87 inch
51182,12.2 inch
51183,12.2 inch
51184,11.5 centimetre
51185,100 kilogram
51186,100.0 kilogram
51187,107.0 centimetre
51188,38.0 centimetre
51189,22.0 centimetre
51190,1800.0 watt
51191,91.0 centimetre
51192,2.2 pound
51193,6.5 centimetre
51194,8.0 inch
51195,14.0 centimetre
51196,5.62 inch
51197,2.93 inch
51198,5.62 inch
51199,100.0 gram
51200,32.0 centimetre
51201,250.0 gram
51202,300.0 millimetre
51203,10.2 inch
51204,8.74 inch
51205,6.5 centimetre
51206,5.75 inch
51207,2.0 inch
51208,25.0 millimetre
51209,1030.0 millimetre
51210,3500.0 millimetre
51211,95.0 millimetre
51212,125.0 millimetre
51213,55.5 centimetre
51214,85.0 watt
51215,120.0 volt
51216,25.0 centimetre
51217,62.0 centimetre
51218,25.0 centimetre
51219,12.0 volt
51220,16.0 inch
51221,1.18 inch
51222,1.57 inch
51223,1.57 inch
51224,23.0 centimetre
51225,60.0 centimetre
51226,140.0 gram
51227,46.6 millimetre
51228,3.0 millimetre
51229,3.0 millimetre
51230,10.0 centimetre
51231,20.0 centimetre
51232,20.0 centimetre
51233,0.51 inch
51234,7.2 centimetre
51235,30.0 centimetre
51236,30.0 centimetre
51237,141.5 centimetre
51238,11.8 centimetre
51239,4.2 inch
51240,30.0 centimetre
51241,30.0 centimetre
51242,20.0 centimetre
51243,15.0 inch
51244,15.0 inch
51245,9.5 centimetre
51246,180.0 centimetre
51247,7.0 centimetre
51248,150.0 millimetre
51249,20.0 centimetre
51250,63.0 millimetre
51251,63.0 millimetre
51252,12.0 centimetre
51253,100.0 millimetre
51254,100.0 millimetre
51255,22.5 centimetre
51256,1.0 gallon
51257,1.0 gallon
51258,500.0 gram
51259,48.0 millimetre
51260,18.0 inch
51261,25.4 centimetre
51262,28.0 centimetre
51263,24.0 centimetre
51264,5.0 centimetre
51265,10.0 centimetre
51266,15.2 centimetre
51267,48.0 centimetre
51268,60.0 centimetre
51269,48.0 centimetre
51270,700 pound
51271,150.0 gram
51272,20.24 centimetre
51273,250.0 pound
51274,39.4 inch
51275,4.2 inch
51276,30.0 centimetre
51277,11.8 inch
51278,177.0 millimetre
51279,147.0 millimetre
51280,80.0 millimetre
51281,80.0 millimetre
51282,25.0 centimetre
51283,950.0 millilitre
51284,60.0 centimetre
51285,140.0 millimetre
51286,100.0 gram
51287,22.0 centimetre
51288,2.5 inch
51289,3.0 inch
51290,30.0 inch
51291,26.0 centimetre
51292,26.0 centimetre
51293,7.5 centimetre
51294,7.5 centimetre
51295,2.3 fluid ounce
51296,24.0 volt
51297,24.0 volt
51298,125.0 centimetre
51299,12.8 inch
51300,1080.0 pound
51301,3.5 inch
51302,8.0 centimetre
51303,80.0 centimetre
51304,4.0 inch
51305,5.0 inch
51306,7.0 centimetre
51307,1080.0 gram
51308,4.0 centimetre
51309,92.0 centimetre
51310,10.0 pound
51311,12.3 centimetre
51312,58.0 centimetre
51313,25.0 centimetre
51314,6.0 centimetre
51315,17.5 centimetre
51316,11.8 inch
51317,4.8 inch
51318,225.0 gram
51319,25.0 centimetre
51320,3.0 fluid ounce
51321,7.0 centimetre
51322,9.0 centimetre
51323,9.0 centimetre
51324,9.0 centimetre
51325,17.0 inch
51326,398.0 kilogram
51327,67.0 centimetre
51328,2.98 pound
51329,7.09 inch
51330,2.0 gram
51331,3.7 volt
51332,30.0 millimetre
51333,52.0 millimetre
51334,135.0 volt
51335,6.2 inch
51336,300.0 pound
51337,12.0 fluid ounce
51338,80.0 centimetre
51339,10.0 centimetre
51340,10.0 centimetre
51341,42.0 centimetre
51342,2.0 inch
51343,110.0 centimetre
51344,40.0 centimetre
51345,45.0 gram
51346,220.0 pound
51347,28.0 centimetre
51348,152.0 centimetre
51349,4.6 inch
51350,53.0 millimetre
51351,53.0 millimetre
51352,53.0 millimetre
51353,300.0 millimetre
51354,300.0 millimetre
51355,15.0 inch
51356,4.0 inch
51357,18.0 inch
51358,20.0 centimetre
51359,193.0 centimetre
51360,12.5 centimetre
51361,11.0 centimetre
51362,10.0 centimetre
51363,680 pound
51364,180.0 volt
51365,40.0 centimetre
51366,12.5 centimetre
51367,12.5 centimetre
51368,33.5 inch
51369,2.4 inch
51370,8.3 inch
51371,23.8 centimetre
51372,1000.0 watt
51373,1000.0 volt
51374,2.9 centimetre
51375,3.4 centimetre
51376,60.0 millilitre
51377,120.0 gram
51378,1700.0 volt
51379,1700.0 watt
51380,15.0 pound
51381,90.0 millimetre
51382,33.0 pound
51383,28.0 centimetre
51384,28.0 centimetre
51385,1233.0 millimetre
51386,16.5 inch
51387,203.0 centimetre
51388,62.0 centimetre
51389,20.6 centimetre
51390,28.0 inch
51391,1.7 centimetre
51392,30.5 centimetre
51393,30.5 centimetre
51394,16.5 centimetre
51395,13.97 inch
51396,14.96 inch
51397,38.0 centimetre
51398,2.36 inch
51399,8.0 inch
51400,143.7 inch
51401,45.0 inch
51402,4.5 inch
51403,16.0 gram
51404,4.3 centimetre
51405,20.0 inch
51406,20.0 inch
51407,36.0 inch
51408,27.56 inch
51409,907.0 gram
51410,70.0 centimetre
51411,29.5 inch
51412,19.0 millimetre
51413,14.0 millimetre
51414,70.0 millimetre
51415,60.0 centimetre
51416,60.0 centimetre
51417,4.6 inch
51418,4.6 inch
51419,2.9 pound
51420,2.9 pound
51421,34.0 centimetre
51422,34.0 centimetre
51423,34.0 centimetre
51424,5.6 centimetre
51425,42.0 centimetre
51426,24.5 centimetre
51427,108.0 inch
51428,137.0 centimetre
51429,137.0 centimetre
51430,6.29 inch
51431,11.02 inch
51432,25.0 centimetre
51433,25.0 centimetre
51434,25.0 centimetre
51435,0.71 kilogram
51436,0.71 kilogram
51437,144.0 gram
51438,15.5 centimetre
51439,24.5 centimetre
51440,21.83 pound
51441,4.3 inch
51442,4.3 inch
51443,17.0 centimetre
51444,36.0 inch
51445,84.0 inch
51446,88.0 centimetre
51447,64.0 centimetre
51448,101.5 millimetre
51449,66.0 centimetre
51450,19.5 centimetre
51451,19.5 centimetre
51452,"[208.0, 240.0] volt"
51453,600.0 watt
51454,6600.0 gram
51455,9.0 centimetre
51456,9.0 centimetre
51457,2.6 ounce
51458,5.0 inch
51459,1500.0 gram
51460,220.0 volt
51461,1500.0 watt
51462,25.5 inch
51463,31.5 inch
51464,98.0 millimetre
51465,5.0 volt
51466,31.7 inch
51467,96.0 centimetre
51468,15.7 inch
51469,105.0 centimetre
51470,11.5 centimetre
51471,11.5 centimetre
51472,15.0 centimetre
51473,7.0 inch
51474,2.0 inch
51475,1.5 centimetre
51476,41.0 centimetre
51477,740.0 millimetre
51478,250.0 centimetre
51479,250.0 centimetre
51480,60.0 centimetre
51481,12.0 ounce
51482,4.7 inch
51483,4.7 inch
51484,5.0 centimetre
51485,5.0 centimetre
51486,68.0 millimetre
51487,68.0 millimetre
51488,160.0 fluid ounce
51489,114.0 millimetre
51490,5.0 ounce
51491,35.0 millimetre
51492,65.0 millimetre
51493,65.0 millimetre
51494,8.5 centimetre
51495,13.5 centimetre
51496,75.0 inch
51497,4.8 inch
51498,2.6 inch
51499,12.0 inch
51500,11.81 inch
51501,19.7 inch
51502,16.0 inch
51503,145.0 centimetre
51504,7.9 inch
51505,29.53 inch
51506,11.0 centimetre
51507,2.5 inch
51508,3.1 inch
51509,6.0 ton
51510,33.75 inch
51511,19.5 centimetre
51512,12.0 centimetre
51513,13.8 inch
51514,130.0 millimetre
51515,4.0 inch
51516,4.0 inch
51517,3.0 watt
51518,54.0 centimetre
51519,20.0 millimetre
51520,16.5 centimetre
51521,16.5 centimetre
51522,5.0 centimetre
51523,700.0 gram
51524,13.0 centimetre
51525,6 kilogram
51526,9.1 inch
51527,16.0 centimetre
51528,24.5 centimetre
51529,425.0 gram
51530,180.0 centimetre
51531,180.0 centimetre
51532,180.0 centimetre
51533,11.6 inch
51534,5.0 centimetre
51535,23.4 inch
51536,28.0 gram
51537,4.2 fluid ounce
51538,150.0 millimetre
51539,150.0 millimetre
51540,150.0 millimetre
51541,11.8 inch
51542,71.0 millimetre
51543,71.0 millimetre
51544,2.5 gram
51545,102.0 centimetre
51546,180.0 centimetre
51547,55.0 centimetre
51548,55.0 centimetre
51549,1400.0 gram
51550,1400.0 watt
51551,1400.0 volt
51552,5.75 inch
51553,37.0 centimetre
51554,55.0 centimetre
51555,300.0 centimetre
51556,18.0 centimetre
51557,18.0 centimetre
51558,40.0 inch
51559,40.0 inch
51560,40.0 inch
51561,9.0 centimetre
51562,10.5 centimetre
51563,12.0 volt
51564,40.0 inch
51565,2.0 inch
51566,3.45 inch
51567,61.0 millimetre
51568,36.0 millimetre
51569,17.0 centimetre
51570,19.0 centimetre
51571,6.6 inch
51572,180.0 millimetre
51573,256.0 millimetre
51574,17.0 centimetre
51575,17.0 centimetre
51576,17.0 centimetre
51577,29.0 inch
51578,2.0 inch
51579,2.0 inch
51580,2.0 inch
51581,9.0 inch
51582,9.0 inch
51583,4.0 inch
51584,23.0 centimetre
51585,4.0 centimetre
51586,95.0 centimetre
51587,90.0 millimetre
51588,20.5 centimetre
51589,18.0 centimetre
51590,15.0 centimetre
51591,10.0 centimetre
51592,8.0 inch
51593,5.3 inch
51594,44.0 millimetre
51595,5.0 volt
51596,41.0 centimetre
51597,5.12 inch
51598,29.0 centimetre
51599,37.0 inch
51600,37.0 inch
51601,37.0 inch
51602,140.0 millimetre
51603,20.0 inch
51604,28.0 centimetre
51605,28.0 centimetre
51606,40.0 centimetre
51607,40.0 centimetre
51608,33.0 centimetre
51609,350.0 millimetre
51610,110.0 centimetre
51611,100.0 centimetre
51612,84.0 gram
51613,15.0 centimetre
51614,15.0 centimetre
51615,700.0 watt
51616,43.0 inch
51617,19.5 inch
51618,26.5 centimetre
51619,5.0 volt
51620,10.0 gram
51621,12.0 inch
51622,12.0 inch
51623,43.3 inch
51624,29.0 inch
51625,23.0 centimetre
51626,39.6 centimetre
51627,3.2 centimetre
51628,35.0 centimetre
51629,145.0 centimetre
51630,173.5 centimetre
51631,82.0 centimetre
51632,9.0 centimetre
51633,4.0 centimetre
51634,24.4 inch
51635,25.0 centimetre
51636,7.5 centimetre
51637,45.0 centimetre
51638,10.0 centimetre
51639,10.0 centimetre
51640,28.0 centimetre
51641,6.3 inch
51642,4.7 inch
51643,7.87 inch
51644,30.0 inch
51645,42.0 inch
51646,"[100.0, 119.0] pound"
51647,226.0 millimetre
51648,39.0 centimetre
51649,39.0 centimetre
51650,5.5 inch
51651,5.5 inch
51652,660.0 pound
51653,55.0 centimetre
51654,240.0 watt
51655,240.0 gram
51656,12.0 ounce
51657,96.0 inch
51658,72.0 inch
51659,7.5 centimetre
51660,7.5 centimetre
51661,113.0 watt
51662,115.0 volt
51663,51.0 centimetre
51664,170.0 volt
51665,104.0 gram
51666,104.0 gram
51667,22.7 centimetre
51668,4.4 centimetre
51669,4.4 centimetre
51670,4.2 inch
51671,5.5 centimetre
51672,5.0 centimetre
51673,5.0 centimetre
51674,5.0 centimetre
51675,210.0 millimetre
51676,210.0 millimetre
51677,44.0 centimetre
51678,30.0 centimetre
51679,17.0 centimetre
51680,80.0 centimetre
51681,70.0 centimetre
51682,5.0 centimetre
51683,0.0 watt
51684,12.0 volt
51685,11.0 power
51686,61.0 centimetre
51687,87.0 millimetre
51688,56.0 millimetre
51689,87.0 millimetre
51690,33.0 centimetre
51691,20.0 volt
51692,40.0 centimetre
51693,30.0 centimetre
51694,46.0 centimetre
51695,60.0 centimetre
51696,60.0 centimetre
51697,740.0 gram
51698,350.0 centimetre
51699,2100.0 centimetre
51700,10.3 centimetre
51701,25.0 centimetre
51702,170.0 centimetre
51703,0.89 inch
51704,84.0 inch
51705,72.0 inch
51706,84.0 inch
51707,7.5 centimetre
51708,6.0 inch
51709,6.0 inch
51710,2.6 inch
51711,11.0 centimetre
51712,8.0 inch
51713,3.75 pound
51714,10.0 centimetre
51715,7.5 centimetre
51716,8.8 inch
51717,4.72 inch
51718,4.72 inch
51719,12.0 centimetre
51720,2.0 centimetre
51721,45.0 gram
51722,4.1 inch
51723,4.1 inch
51724,2.88 inch
51725,5.31 inch
51726,5.5 centimetre
51727,100.0 centimetre
51728,3.7 volt
51729,11.0 centimetre
51730,355.0 millilitre
51731,90.0 centimetre
51732,147.0 gram
51733,147.0 gram
51734,4.9 inch
51735,4.9 inch
51736,4.0 inch
51737,2.3 inch
51738,2.3 inch
51739,42.0 centimetre
51740,80.0 millimetre
51741,11.87 inch
51742,11.87 inch
51743,6.8 centimetre
51744,1080.0 horsepower
51745,1080.0 volt
51746,30.0 millimetre
51747,100.0 millimetre
51748,9.4 inch
51749,36.0 centimetre
