index,prediction
85980,54.0 inch
85981,54.0 centimetre
85982,7.48 inch
85983,180.0 gram
85984,34.0 millimetre
85985,34.0 millimetre
85986,57.0 inch
85987,57.0 inch
85988,30.0 inch
85989,130.0 millimetre
85990,130.0 millimetre
85991,90.0 centimetre
85992,27.6 inch
85993,75.0 centimetre
85994,75.0 centimetre
85995,75.0 centimetre
85996,87.0 centimetre
85997,23.75 inch
85998,39.5 inch
85999,88.0 inch
86000,12.0 inch
86001,18.0 inch
86002,18.0 inch
86003,120.0 centimetre
86004,10.0 centimetre
86005,70.0 millimetre
86006,18.3 inch
86007,13.97 centimetre
86008,13.97 centimetre
86009,5.5 inch
86010,20.0 centimetre
86011,14.0 centimetre
86012,20.0 centimetre
86013,20.0 centimetre
86014,37.8 inch
86015,19.7 inch
86016,12.5 centimetre
86017,7.0 centimetre
86018,7.0 centimetre
86019,22.0 centimetre
86020,10.0 inch
86021,10.0 millimetre
86022,5.0 millimetre
86023,7.87 inch
86024,7.87 inch
86025,8.5 centimetre
86026,3.74 inch
86027,104.5 centimetre
86028,104.5 centimetre
86029,45.0 centimetre
86030,14.0 centimetre
86031,40.0 centimetre
86032,68.5 gram
86033,3.0 inch
86034,3.0 inch
86035,3.0 inch
86036,44.0 centimetre
86037,44.0 centimetre
86038,18.0 centimetre
86039,30.0 centimetre
86040,99.4 centimetre
86041,52.0 centimetre
86042,8.0 ounce
86043,20.0 centimetre
86044,24.0 inch
86045,59.0 inch
86046,4.7 inch
86047,5.55 inch
86048,19.6 inch
86049,19.6 inch
86050,11.4 inch
86051,5.5 inch
86052,5.5 inch
86053,86.0 centimetre
86054,40.0 centimetre
86055,40.0 centimetre
86056,40.0 centimetre
86057,5.5 centimetre
86058,5.5 centimetre
86059,4.0 centimetre
86060,21.5 centimetre
86061,21.5 centimetre
86062,2.8 ounce
86063,150.0 millimetre
86064,150.0 millimetre
86065,5.0 millimetre
86066,5.0 millimetre
86067,5.0 millimetre
86068,180.0 centimetre
86069,30.0 centimetre
86070,12.7 centimetre
86071,9.0 centimetre
86072,164.0 centimetre
86073,89.0 centimetre
86074,12.8 centimetre
86075,12.8 centimetre
86076,100.0 centimetre
86077,72.0 centimetre
86078,7.3 inch
86079,7.3 inch
86080,13.0 centimetre
86081,142.0 millimetre
86082,32.8 inch
86083,4.5 inch
86084,4.5 inch
86085,15.0 centimetre
86086,26.0 centimetre
86087,210.0 millimetre
86088,145.0 millimetre
86089,210.0 millimetre
86090,60.0 centimetre
86091,27.0 centimetre
86092,33.0 centimetre
86093,50.4 inch
86094,25.0 millimetre
86095,18.3 centimetre
86096,2.5 centimetre
86097,132.0 centimetre
86098,34.0 centimetre
86099,30.0 centimetre
86100,30.0 centimetre
86101,30.0 centimetre
86102,3.12 inch
86103,2.75 inch
86104,2.0 centimetre
86105,20.0 centimetre
86106,10.0 centimetre
86107,35.0 millimetre
86108,80.0 millimetre
86109,80.0 millimetre
86110,3.2 inch
86111,3.2 inch
86112,6.3 inch
86113,32.5 inch
86114,86.0 millimetre
86115,86.0 millimetre
86116,86.0 millimetre
86117,2.36 inch
86118,9.0 centimetre
86119,9.0 centimetre
86120,104.0 millimetre
86121,100.0 millimetre
86122,100.0 millimetre
86123,100.0 millimetre
86124,43.0 centimetre
86125,17.5 centimetre
86126,8.7 inch
86127,104.0 inch
86128,7.5 inch
86129,25.0 centimetre
86130,8.7 inch
86131,3.0 inch
86132,95.0 centimetre
86133,95.0 centimetre
86134,95.0 centimetre
86135,16.5 inch
86136,27.0 inch
86137,54.0 inch
86138,54.0 inch
86139,9.0 inch
86140,3.9 inch
86141,20.0 centimetre
86142,10.0 centimetre
86143,28.0 centimetre
86144,31.0 inch
86145,9.5 centimetre
86146,30.0 inch
86147,1.1 inch
86148,95.2 centimetre
86149,36.0 inch
86150,15.0 centimetre
86151,11.0 centimetre
86152,4.3 inch
86153,17.5 inch
86154,150.0 millimetre
86155,8.0 inch
86156,12.0 inch
86157,12.0 inch
86158,10.6 inch
86159,22.8 millimetre
86160,62.3 millimetre
86161,82.3 millimetre
86162,21.0 centimetre
86163,100.0 millimetre
86164,49.0 millimetre
86165,600.0 pound
86166,8.5 centimetre
86167,29.84 centimetre
86168,38.1 centimetre
86169,80.0 inch
86170,540.0 watt
86171,18.0 inch
86172,15.0 inch
86173,13.0 centimetre
86174,16.0 centimetre
86175,3.64 inch
86176,5.9 inch
86177,472.0 gram
86178,60.0 inch
86179,60.0 inch
86180,1.0 centimetre
86181,22.0 metre
86182,1.0 centimetre
86183,3.15 inch
86184,8.17 inch
86185,16.0 millimetre
86186,16.0 millimetre
86187,120.0 centimetre
86188,120.0 centimetre
86189,90.0 centimetre
86190,39.0 inch
86191,2.6 inch
86192,32.0 fluid ounce
86193,32.86 inch
86194,48.25 inch
86195,47.0 inch
86196,15.6 inch
86197,74.5 inch
86198,4.7 inch
86199,6.18 inch
86200,4.0 inch
86201,3.0 inch
86202,6.3 watt
86203,6.3 gram
86204,5.5 centimetre
86205,14.0 centimetre
86206,6.0 centimetre
86207,66.0 millimetre
86208,6.0 inch
86209,770.0 pound
86210,9.0 centimetre
86211,9.0 centimetre
86212,11.0 millimetre
86213,5.0 inch
86214,21.0 centimetre
86215,8.0 centimetre
86216,21.0 centimetre
86217,16.3 centimetre
86218,16.3 centimetre
86219,57.0 centimetre
86220,28.0 millimetre
86221,28.0 millimetre
86222,5.0 gram
86223,1.33 millimetre
86224,15.0 centimetre
86225,15.0 centimetre
86226,60.0 centimetre
86227,372.0 millimetre
86228,446.0 millimetre
86229,31.5 centimetre
86230,19.5 centimetre
86231,260.0 gram
86232,260.0 gram
86233,83.0 centimetre
86234,2.0 inch
86235,24.5 centimetre
86236,24.5 centimetre
86237,10.0 centimetre
86238,9.5 centimetre
86239,60.0 inch
86240,152.0 centimetre
86241,4.0 inch
86242,2.5 inch
86243,4.0 inch
86244,11.0 centimetre
86245,9.3 centimetre
86246,11.0 centimetre
86247,50.0 millimetre
86248,50.0 millimetre
86249,10.0 centimetre
86250,2.0 inch
86251,190.8 centimetre
86252,49.2 inch
86253,68.0 centimetre
86254,68.0 centimetre
86255,68.0 centimetre
86256,19.2 centimetre
86257,19.2 centimetre
86258,11.5 centimetre
86259,4.2 inch
86260,25.0 centimetre
86261,25.0 centimetre
86262,16.14 inch
86263,16.53 inch
86264,23.0 millimetre
86265,7.4 volt
86266,7.4 volt
86267,6.75 inch
86268,80.0 centimetre
86269,20.0 inch
86270,11.0 inch
86271,2.24 inch
86272,9.48 inch
86273,3.85 inch
86274,50.0 centimetre
86275,15.2 centimetre
86276,9.0 centimetre
86277,9.0 centimetre
86278,5.9 centimetre
86279,26.0 centimetre
86280,20.0 centimetre
86281,45.0 centimetre
86282,210.0 millimetre
86283,210.0 millimetre
86284,7.5 inch
86285,8.1 inch
86286,105.0 millimetre
86287,5.5 inch
86288,13.75 centimetre
86289,500.0 pound
86290,9.75 centimetre
86291,12.0 fluid ounce
86292,850.0 watt
86293,85.0 gram
86294,13.4 inch
86295,2.0 centimetre
86296,2.0 centimetre
86297,2.0 centimetre
86298,12.0 inch
86299,5.12 inch
86300,8.0 inch
86301,12.0 inch
86302,12.0 inch
86303,11.1 centimetre
86304,11.1 centimetre
86305,24.0 inch
86306,19.0 inch
86307,13.25 inch
86308,14.75 inch
86309,14.75 inch
86310,9.0 inch
86311,128.0 millimetre
86312,29.9 centimetre
86313,500.0 gram
86314,1.8 inch
86315,1.8 inch
86316,6.3 inch
86317,480.0 millimetre
86318,33.0 centimetre
86319,50.5 centimetre
86320,42.5 centimetre
86321,24.0 inch
86322,7.6 inch
86323,7.6 inch
86324,420.0 millimetre
86325,240.0 millimetre
86326,246.0 millimetre
86327,64.6 inch
86328,64.6 inch
86329,4.3 centimetre
86330,4.3 centimetre
86331,40.2 inch
86332,14.0 inch
86333,43.0 centimetre
86334,6.33 inch
86335,100.0 pound
86336,100.0 pound
86337,24.0 centimetre
86338,180.0 centimetre
86339,49.53 centimetre
86340,12.0 inch
86341,19.5 inch
86342,55.0 millimetre
86343,45.3 millimetre
86344,45.3 millimetre
86345,57.0 millimetre
86346,13.0 centimetre
86347,21.0 centimetre
86348,4.8 centimetre
86349,4.8 centimetre
86350,11.4 centimetre
86351,16.0 inch
86352,12.0 inch
86353,108.0 millimetre
86354,45.6 centimetre
86355,9.2 inch
86356,27.0 centimetre
86357,11.02 inch
86358,16.5 inch
86359,4.0 inch
86360,4.0 inch
86361,8.2 inch
86362,15.0 centimetre
86363,14.0 centimetre
86364,30.0 centimetre
86365,30.0 centimetre
86366,2.0 gram
86367,30.71 inch
86368,70.0 gram
86369,51.0 inch
86370,51.0 inch
86371,51.0 inch
86372,10.0 centimetre
86373,17.5 centimetre
86374,13.0 centimetre
86375,10.5 centimetre
86376,250.0 millimetre
86377,350.0 millimetre
86378,13.5 centimetre
86379,4.0 inch
86380,56.0 centimetre
86381,51.0 centimetre
86382,4.53 inch
86383,5.1 inch
86384,5.1 inch
86385,9.0 centimetre
86386,280.0 centimetre
86387,280.0 centimetre
86388,180.0 centimetre
86389,29.9 inch
86390,117.5 inch
86391,24.25 inch
86392,13.0 kilogram
86393,13 kilogram
86394,39.3 inch
86395,16.0 centimetre
86396,30.0 inch
86397,30.0 inch
86398,30.0 inch
86399,29.0 centimetre
86400,20.8 centimetre
86401,29.7 centimetre
86402,7.3 inch
86403,11.0 inch
86404,11.0 inch
86405,11.0 inch
86406,30.5 centimetre
86407,5.9 inch
86408,1800.0 millimetre
86409,5.0 centimetre
86410,6.5 centimetre
86411,180.0 centimetre
86412,12.0 centimetre
86413,21.0 centimetre
86414,200.0 centimetre
86415,14.2 centimetre
86416,3.4 gram
86417,21.4 inch
86418,3.2 inch
86419,24.0 inch
86420,20.0 inch
86421,50.0 inch
86422,15.0 inch
86423,54.0 inch
86424,35.0 centimetre
86425,25.0 centimetre
86426,30.0 centimetre
86427,19.0 inch
86428,24.0 inch
86429,28.0 centimetre
86430,33.0 centimetre
86431,195.0 gram
86432,4.0 centimetre
86433,54.0 centimetre
86434,28.0 centimetre
86435,28.0 centimetre
86436,28.0 centimetre
86437,6.3 inch
86438,50.0 millimetre
86439,150.0 millimetre
86440,155.0 centimetre
86441,155.0 centimetre
86442,155.0 centimetre
86443,11.0 inch
86444,2.0 inch
86445,18.0 gram
86446,3.5 inch
86447,100.0 millimetre
86448,100.0 millimetre
86449,19.0 centimetre
86450,8.5 inch
86451,12.0 inch
86452,105.0 millimetre
86453,105.0 millimetre
86454,17.5 centimetre
86455,7.3 inch
86456,0.08 pound
86457,5.0 inch
86458,9.0 inch
86459,10.1 centimetre
86460,3.3 inch
86461,60.0 centimetre
86462,17.0 centimetre
86463,6.1 inch
86464,6.1 inch
86465,7.0 centimetre
86466,36.0 inch
86467,24.0 inch
86468,45.0 millimetre
86469,17.0 inch
86470,5.9 inch
86471,6.5 inch
86472,9.8 inch
86473,92.0 centimetre
86474,4.5 centimetre
86475,5.2 ounce
86476,6.0 inch
86477,32.8 inch
86478,13.0 inch
86479,70.0 inch
86480,9.8 inch
86481,70.0 centimetre
86482,40.0 centimetre
86483,12.2 inch
86484,7.0 centimetre
86485,31.0 centimetre
86486,1.6 millimetre
86487,30.0 millimetre
86488,30.0 millimetre
86489,280.0 gram
86490,3.9 inch
86491,50.0 centimetre
86492,19.7 inch
86493,50.0 centimetre
86494,18.0 centimetre
86495,11.0 centimetre
86496,10.0 inch
86497,3.04 inch
86498,7.0 pound
86499,1.0 gram
86500,375.0 gram
86501,375.0 watt
86502,15.0 inch
86503,15.0 inch
86504,10.3 inch
86505,42.3 inch
86506,14.0 centimetre
86507,14.0 centimetre
86508,8.5 centimetre
86509,13.3 inch
86510,6.2 inch
86511,11.0 centimetre
86512,27.5 inch
86513,7.0 gram
86514,30.0 centimetre
86515,25.0 centimetre
86516,4.8 inch
86517,4.8 inch
86518,11.0 centimetre
86519,11.0 centimetre
86520,11.0 centimetre
86521,10.63 inch
86522,1.75 inch
86523,1.4 inch
86524,7.0 centimetre
86525,13.6 inch
86526,52.0 centimetre
86527,210.0 millimetre
86528,100.0 gram
86529,100.0 gram
86530,100.0 gram
86531,45.0 centimetre
86532,25.0 inch
86533,31.0 centimetre
86534,44.0 centimetre
86535,9.5 inch
86536,2.4 inch
86537,21.2 centimetre
86538,4.5 centimetre
86539,48.0 centimetre
86540,48.0 centimetre
86541,2.5 inch
86542,2.5 inch
86543,42.0 centimetre
86544,3.9 inch
86545,2.4 inch
86546,10.6 inch
86547,90.0 centimetre
86548,51.0 inch
86549,118.0 centimetre
86550,118.0 centimetre
86551,118.0 centimetre
86552,5.5 pound
86553,179.0 millimetre
86554,1.7 inch
86555,11.0 inch
86556,2.25 inch
86557,17.8 centimetre
86558,16.2 inch
86559,297.0 millimetre
86560,210.0 millimetre
86561,7.5 centimetre
86562,5000.0 milligram
86563,49.0 centimetre
86564,49.0 centimetre
86565,2.8 centimetre
86566,7.2 centimetre
86567,19.6 inch
86568,5.9 inch
86569,3.5 inch
86570,322.0 millimetre
86571,239.0 millimetre
86572,44.0 centimetre
86573,185.0 millimetre
86574,185.0 millimetre
86575,7.2 inch
86576,21.0 centimetre
86577,111.0 millimetre
86578,111.0 millimetre
86579,60.0 millimetre
86580,10.0 millimetre
86581,16.0 centimetre
86582,6.3 inch
86583,57.0 centimetre
86584,23.0 inch
86585,42.0 inch
86586,26.0 centimetre
86587,210.0 millimetre
86588,297.0 millimetre
86589,11.0 centimetre
86590,155.0 millimetre
86591,155.0 millimetre
86592,135.0 centimetre
86593,135.0 centimetre
86594,178.0 millimetre
86595,184.0 millimetre
86596,18.0 centimetre
86597,13.0 centimetre
86598,18.0 centimetre
86599,104.0 millimetre
86600,104.0 millimetre
86601,7.8 inch
86602,7.8 inch
86603,36.0 inch
86604,18.0 inch
86605,141.0 centimetre
86606,4.9 inch
86607,4.9 inch
86608,13.0 centimetre
86609,21.0 centimetre
86610,15.0 centimetre
86611,7.5 centimetre
86612,15.0 inch
86613,12.6 inch
86614,15.0 inch
86615,23.0 centimetre
86616,1.42 centimetre
86617,17.8 centimetre
86618,6.05 inch
86619,45.0 centimetre
86620,20.0 centimetre
86621,15.0 centimetre
86622,15.0 centimetre
86623,4.0 inch
86624,15.0 inch
86625,12.0 inch
86626,14.6 centimetre
86627,35.0 milligram
86628,1.35 inch
86629,1.35 inch
86630,10.0 inch
86631,10.5 centimetre
86632,10.5 centimetre
86633,5.0 foot
86634,2.5 centimetre
86635,3.25 inch
86636,1.14 inch
86637,70.0 centimetre
86638,80.0 millimetre
86639,80.0 millimetre
86640,80.0 millimetre
86641,25.0 millimetre
86642,25.0 millimetre
86643,25.0 millimetre
86644,240.0 gram
86645,15.7 inch
86646,15.7 inch
86647,60.0 inch
86648,110.0 centimetre
86649,11.8 inch
86650,1.18 inch
86651,18.0 centimetre
86652,18.0 centimetre
86653,5.5 centimetre
86654,15.0 centimetre
86655,16.8 centimetre
86656,25.0 centimetre
86657,16.8 centimetre
86658,45.0 centimetre
86659,45.0 centimetre
86660,18.0 gram
86661,18.0 watt
86662,3.25 inch
86663,3.25 inch
86664,5.0 volt
86665,11.6 centimetre
86666,11.6 centimetre
86667,8.0 centimetre
86668,23.5 inch
86669,300.0 gram
86670,8.0 ton
86671,5.0 gram
86672,50.0 centimetre
86673,7.87 inch
86674,7.87 inch
86675,57.87 inch
86676,88.5 centimetre
86677,28.0 centimetre
86678,16.0 centimetre
86679,13.0 centimetre
86680,10.5 centimetre
86681,24.2 centimetre
86682,24.2 centimetre
86683,1.0 centimetre
86684,1.0 centimetre
86685,22.0 metre
86686,15.7 millimetre
86687,15.7 millimetre
86688,400 kilogram
86689,400.0 kilogram
86690,14.25 inch
86691,33.0 inch
86692,8.8 centimetre
86693,105.0 centimetre
86694,260.0 centimetre
86695,21.21 centimetre
86696,19.0 millimetre
86697,19.0 millimetre
86698,19.0 millimetre
86699,148.0 centimetre
86700,16.0 inch
86701,24.0 inch
86702,24.0 inch
86703,240.0 gram
86704,5.9 inch
86705,38.0 millimetre
86706,38.0 millimetre
86707,38.0 millimetre
86708,12.7 centimetre
86709,12.7 centimetre
86710,90.0 millimetre
86711,630.0 gram
86712,45.0 inch
86713,8.7 inch
86714,42.0 centimetre
86715,42.0 centimetre
86716,14.0 inch
86717,14.0 inch
86718,11.0 inch
86719,120.0 millimetre
86720,1300.0 millimetre
86721,5.7 inch
86722,30.0 centimetre
86723,9.8 inch
86724,72.0 inch
86725,72.0 inch
86726,13.0 inch
86727,12.0 centimetre
86728,12.0 centimetre
86729,25.0 centimetre
86730,2.0 pound
86731,3.5 inch
86732,3.5 inch
86733,2.8 inch
86734,142.0 millimetre
86735,17.7 inch
86736,42.5 inch
86737,42.5 inch
86738,11.5 centimetre
86739,21.7 inch
86740,21.7 inch
86741,73.0 inch
86742,8.0 inch
86743,7.2 centimetre
86744,7.2 centimetre
86745,0.5 centimetre
86746,15.2 centimetre
86747,5.1 inch
86748,0.98 inch
86749,5.1 inch
86750,26.25 inch
86751,25.0 inch
86752,6.5 inch
86753,100.0 watt
86754,10.0 gram
86755,3.6 inch
86756,3.6 inch
86757,9.5 centimetre
86758,21.2 centimetre
86759,500.0 gram
86760,3.0 inch
86761,180.0 centimetre
86762,78.7 inch
86763,10.0 centimetre
86764,160.0 watt
86765,12.0 volt
86766,11.0 centimetre
86767,11.0 centimetre
86768,15.0 centimetre
86769,13.0 centimetre
86770,19.0 centimetre
86771,5.4 inch
86772,10.5 centimetre
86773,17.0 centimetre
86774,13.5 centimetre
86775,2.0 inch
86776,26.0 inch
86777,60.0 centimetre
86778,4.25 inch
86779,149.0 millimetre
86780,65.0 gram
86781,65.0 watt
86782,25.0 centimetre
86783,66.0 pound
86784,204.0 centimetre
86785,63.0 inch
86786,63.0 inch
86787,81.0 centimetre
86788,20.0 inch
86789,20.0 inch
86790,40.2 inch
86791,4.0 centimetre
86792,31.0 centimetre
86793,1.5 inch
86794,1.5 inch
86795,1.0 inch
86796,35.0 centimetre
86797,50.0 centimetre
86798,125.0 millimetre
86799,75.0 millimetre
86800,142.0 millimetre
86801,9.5 inch
86802,7.9 inch
86803,3.0 centimetre
86804,236.0 millilitre
86805,60.0 centimetre
86806,42.5 millimetre
86807,25.0 centimetre
86808,25.0 centimetre
86809,25.0 centimetre
86810,7.4 inch
86811,4.0 inch
86812,13.0 inch
86813,55.0 millimetre
86814,55.0 millimetre
86815,55.0 millimetre
86816,16.0 centimetre
86817,18.0 centimetre
86818,18.0 centimetre
86819,15.8 inch
86820,17.0 centimetre
86821,17.0 centimetre
86822,200.0 millimetre
86823,19.0 centimetre
86824,19.0 centimetre
86825,19.0 centimetre
86826,36.0 centimetre
86827,8.0 centimetre
86828,18.0 centimetre
86829,4.3 inch
86830,30.0 centimetre
86831,171.0 centimetre
86832,98.0 centimetre
86833,17.4 inch
86834,170.0 centimetre
86835,16.0 fluid ounce
86836,16.7 centimetre
86837,8.75 inch
86838,5.0 inch
86839,1.97 inch
86840,12.0 inch
86841,152.0 centimetre
86842,150.0 centimetre
86843,60.0 millimetre
86844,60.0 millimetre
86845,180.0 centimetre
86846,180.0 centimetre
86847,40.5 centimetre
86848,8.0 inch
86849,15.0 inch
86850,45.0 millimetre
86851,9.0 inch
86852,22.0 centimetre
86853,22.0 centimetre
86854,52.0 centimetre
86855,14.0 inch
86856,0.0 gram
86857,12.0 centimetre
86858,67.0 centimetre
86859,5.9 inch
86860,8.7 inch
86861,33.43 inch
86862,620.0 millimetre
86863,69.0 millimetre
86864,24.0 inch
86865,10.25 inch
86866,10.25 inch
86867,1.0 gram
86868,79.0 inch
86869,79.0 inch
86870,79.0 inch
86871,45.0 centimetre
86872,7.0 centimetre
86873,16.0 centimetre
86874,72.0 millimetre
86875,45.0 millimetre
86876,72.0 millimetre
86877,18.0 millimetre
86878,80.0 millimetre
86879,80.0 millimetre
86880,80.0 millimetre
86881,76.0 millimetre
86882,11.8 inch
86883,4.0 inch
86884,11.8 inch
86885,6.6 inch
86886,39.37 inch
86887,39.37 inch
86888,12.0 centimetre
86889,15.5 inch
86890,10.0 centimetre
86891,0.088 milligram
86892,230.0 watt
86893,22.0 centimetre
86894,38.6 centimetre
86895,55.0 centimetre
86896,35.0 centimetre
86897,20.0 centimetre
86898,17.4 centimetre
86899,2.0 inch
86900,3.0 inch
86901,12.0 centimetre
86902,48.5 inch
86903,83.0 millimetre
86904,3.27 inch
86905,83.0 millimetre
86906,38.0 centimetre
86907,38.0 centimetre
86908,25.4 millimetre
86909,25.4 millimetre
86910,25.4 millimetre
86911,71.0 centimetre
86912,17.0 inch
86913,29.0 inch
86914,7.5 inch
86915,7.5 inch
86916,48.0 inch
86917,10.7 centimetre
86918,25.0 centimetre
86919,48.62 inch
86920,22.05 inch
86921,45.0 millimetre
86922,3.3 inch
86923,3.3 inch
86924,3.3 inch
86925,10.0 foot
86926,8.5 foot
86927,38.0 centimetre
86928,13.5 inch
86929,33.5 inch
86930,51.2 inch
86931,8.75 inch
86932,6.25 inch
86933,1.0 pound
86934,6.5 centimetre
86935,6.5 centimetre
86936,60.0 centimetre
86937,110.0 millimetre
86938,115.0 millimetre
86939,12.5 centimetre
86940,18.0 centimetre
86941,7.5 centimetre
86942,22.5 centimetre
86943,22.5 centimetre
86944,12.0 centimetre
86945,4.0 inch
86946,218.0 centimetre
86947,218.0 centimetre
86948,15.0 inch
86949,15.0 inch
86950,18.0 centimetre
86951,13.0 centimetre
86952,14.0 centimetre
86953,0.0 gram
86954,440.0 millimetre
86955,14.8 centimetre
86956,10.5 centimetre
86957,6.5 centimetre
86958,310.0 millimetre
86959,310.0 millimetre
86960,14.7 centimetre
86961,8.26 inch
86962,5.5 inch
86963,3.5 inch
86964,2.56 inch
86965,2.56 inch
86966,40.0 centimetre
86967,76.0 centimetre
86968,34.0 inch
86969,18.0 centimetre
86970,6.5 inch
86971,5.0 centimetre
86972,5.0 centimetre
86973,23.0 centimetre
86974,23.0 gram
86975,45.9 inch
86976,8.5 centimetre
86977,8.2 centimetre
86978,9.0 inch
86979,13.0 inch
86980,70.0 inch
86981,28.0 centimetre
86982,22.0 centimetre
86983,37.5 millimetre
86984,4.73 inch
86985,50.0 inch
86986,6.7 inch
86987,92.7 centimetre
86988,181.7 centimetre
86989,36.22 inch
86990,350 pound
86991,3.93 inch
86992,4.5 centimetre
86993,4.5 centimetre
86994,4.5 centimetre
86995,30.0 millimetre
86996,30.0 millimetre
86997,5.5 inch
86998,5.5 inch
86999,15.2 centimetre
87000,18.0 millimetre
87001,30.9 inch
87002,125.0 millilitre
87003,25.0 centimetre
87004,13.0 centimetre
87005,14.2 centimetre
87006,14.2 centimetre
87007,1080.0 gram
87008,62.0 millimetre
87009,62.0 millimetre
87010,62.0 millimetre
87011,53.0 centimetre
87012,11.4 inch
87013,300.0 millimetre
87014,300.0 millimetre
87015,7.0 centimetre
87016,8.0 centimetre
87017,8.0 centimetre
87018,3.3 inch
87019,12.0 inch
87020,180.0 centimetre
87021,90.0 centimetre
87022,73.0 centimetre
87023,16.0 centimetre
87024,11.0 centimetre
87025,12.9 centimetre
87026,8.0 centimetre
87027,12.0 centimetre
87028,1.5 inch
87029,7.25 inch
87030,34.0 centimetre
87031,2.13 inch
87032,3.3 inch
87033,3.0 inch
87034,20.0 centimetre
87035,30.0 centimetre
87036,16.14 inch
87037,27.0 centimetre
87038,27.0 centimetre
87039,11.0 inch
87040,40.0 inch
87041,396.0 gram
87042,13.0 centimetre
87043,13.0 centimetre
87044,13.0 centimetre
87045,12.0 centimetre
87046,14.4 inch
87047,14.4 inch
87048,1000.0 gram
87049,9.8 centimetre
87050,30.5 inch
87051,1.2 inch
87052,28.0 inch
87053,16.0 inch
87054,43.0 inch
87055,20.0 inch
87056,53.0 centimetre
87057,53.0 centimetre
87058,149.0 millimetre
87059,100.0 millimetre
87060,25.5 centimetre
87061,7.0 centimetre
87062,80.0 centimetre
87063,6.1 inch
87064,3.54 inch
87065,750.0 millimetre
87066,1200.0 millimetre
87067,15.0 centimetre
87068,5.0 centimetre
87069,7.3 centimetre
87070,7.3 centimetre
87071,24.0 ton
87072,24.0 watt
87073,11.0 centimetre
87074,180.0 millimetre
87075,15.0 millimetre
87076,15.0 metre
87077,15.0 metre
87078,138.0 centimetre
87079,71.0 centimetre
87080,214.0 millimetre
87081,36.0 centimetre
87082,16.0 millimetre
87083,16.0 millimetre
87084,16.0 millimetre
87085,9.0 centimetre
87086,19.0 centimetre
87087,10.5 centimetre
87088,14.8 inch
87089,15.74 inch
87090,15.74 inch
87091,19.0 centimetre
87092,4.53 inch
87093,1.5 centimetre
87094,1.5 centimetre
87095,1.5 centimetre
87096,8.3 inch
87097,18.7 centimetre
87098,103.0 centimetre
87099,103.0 centimetre
87100,13.5 centimetre
87101,38.0 centimetre
87102,28.0 centimetre
87103,28.0 centimetre
87104,120.0 inch
